CustomerID,first_purchase,last_purchase,frequency,items_count,monetary,product_diversity,returned_orders,returned_items,return_rate,recency,tenure_days,aov,avg_days_between_orders,cluster_id,pca_x,pca_y,churn_risk_score,projected_clv_6m,projected_clv_12m,segment_persona,recommended_action
15837,2011-10-06 09:01:00,2011-10-06 09:01:00,1,189,391.98,24,0.0,0.0,0.0,65,65,391.98,65.0,2,-0.1719,-0.1165,35.7,131.06,252.04,Low Value Occasional,Target with low-barrier impulse buys and seasonal holiday campaigns.
15839,2011-07-14 16:35:00,2011-11-06 13:54:00,3,675,1048.49,56,2.0,5.0,40.0,33,148,349.5,57.5,3,0.087,-0.0009,22.2,261.53,502.94,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
15840,2011-06-20 11:42:00,2011-10-12 09:08:00,2,396,355.56,26,1.0,2.0,33.33,59,173,177.78,114.0,2,-0.0855,-0.042,27.2,71.0,136.53,Low Value Occasional,Target with low-barrier impulse buys and seasonal holiday campaigns.
15841,2011-01-05 11:25:00,2011-09-28 12:15:00,4,942,1224.06,36,2.0,16.0,33.33,73,339,306.02,88.7,3,0.0186,0.1494,34.7,111.88,215.16,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
15843,2011-02-09 10:19:00,2011-02-09 10:19:00,1,27,118.95,8,0.0,0.0,0.0,304,304,118.95,304.0,1,-0.4366,0.0182,61.3,7.19,13.82,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
15844,2011-10-24 15:19:00,2011-10-24 15:19:00,1,134,130.74,11,0.0,0.0,0.0,46,46,130.74,46.0,2,-0.1571,-0.2041,31.5,46.57,89.56,Low Value Occasional,Target with low-barrier impulse buys and seasonal holiday campaigns.
15845,2011-01-06 17:19:00,2011-11-22 09:42:00,8,1926,3711.77,97,2.0,8.0,20.0,18,337,463.97,45.6,0,0.3649,0.1628,16.6,435.87,838.2,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
15847,2011-02-24 16:46:00,2011-11-01 14:41:00,2,449,389.27,22,0.0,0.0,0.0,38,288,194.64,250.0,2,-0.0189,-0.0903,18.4,52.34,100.65,Promising New,"Welcome discount on 2nd purchase, onboarding email journey, product tips."
15850,2011-06-24 14:16:00,2011-11-20 14:14:00,2,298,234.88,87,0.0,0.0,0.0,19,168,117.44,149.0,2,0.0636,-0.1925,13.9,57.12,109.84,Promising New,"Welcome discount on 2nd purchase, onboarding email journey, product tips."
15852,2011-05-26 13:26:00,2011-06-06 11:22:00,2,48,160.71,22,0.0,0.0,0.0,187,197,80.36,10.0,1,-0.2799,0.0625,98.0,0.77,1.49,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
15853,2011-10-19 10:38:00,2011-10-19 10:38:00,1,135,110.8,29,0.0,0.0,0.0,52,52,110.8,52.0,2,-0.1802,-0.1965,32.8,38.72,74.46,Low Value Occasional,Target with low-barrier impulse buys and seasonal holiday campaigns.
15854,2010-12-13 11:47:00,2011-12-05 13:39:00,12,926,2969.12,105,0.0,0.0,0.0,4,362,247.43,32.5,0,0.6236,0.0735,10.5,348.32,669.86,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
15855,2011-03-21 12:32:00,2011-07-26 10:20:00,5,470,712.24,59,0.0,0.0,0.0,137,264,142.45,31.8,3,-0.0571,0.2423,88.4,14.85,28.56,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
15857,2011-11-21 12:18:00,2011-11-21 12:18:00,1,308,297.0,14,0.0,0.0,0.0,19,19,297.0,19.0,2,-0.0044,-0.2727,25.5,115.06,221.26,Promising New,"Welcome discount on 2nd purchase, onboarding email journey, product tips."
15858,2010-12-07 14:31:00,2011-11-24 12:48:00,5,1163,1427.57,145,0.0,0.0,0.0,16,367,285.51,87.8,0,0.275,0.0185,13.8,159.1,305.96,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
15860,2010-12-06 11:38:00,2011-10-30 11:25:00,8,437,965.16,105,0.0,0.0,0.0,41,369,120.64,46.9,3,0.2041,0.2015,28.3,88.98,171.12,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
15861,2011-03-17 20:12:00,2011-11-27 15:59:00,8,2528,3146.92,339,1.0,1.0,11.11,12,267,393.36,36.4,0,0.4157,0.1098,14.5,478.16,919.53,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
15862,2010-12-01 11:21:00,2011-12-01 13:28:00,4,585,832.88,142,0.0,0.0,0.0,8,374,208.22,122.0,0,0.3176,-0.1218,10.9,94.15,181.06,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
15863,2011-05-31 11:36:00,2011-11-14 12:49:00,2,19,68.84,18,0.0,0.0,0.0,26,193,34.42,167.0,2,-0.0201,-0.2079,15.7,14.27,27.44,Promising New,"Welcome discount on 2nd purchase, onboarding email journey, product tips."
15864,2011-01-27 16:43:00,2011-11-17 13:32:00,6,1192,1936.32,16,2.0,148.0,25.0,22,316,322.72,58.8,3,0.2689,0.1023,17.2,240.74,462.97,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
15865,2011-05-10 11:44:00,2011-10-30 12:43:00,3,368,895.13,37,0.0,0.0,0.0,41,214,298.38,86.5,3,0.0506,0.018,22.7,153.42,295.05,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
15866,2011-08-30 14:09:00,2011-08-30 14:09:00,1,124,211.89,43,0.0,0.0,0.0,101,101,211.89,101.0,1,-0.2561,-0.0899,43.7,56.04,107.78,Low Value Occasional,Target with low-barrier impulse buys and seasonal holiday campaigns.
15867,2010-12-05 14:17:00,2011-12-04 13:32:00,15,2052,3810.14,302,1.0,2.0,6.25,5,369,254.01,26.0,0,0.6434,0.1524,11.5,433.61,833.86,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
15869,2011-03-07 17:19:00,2011-03-07 17:23:00,2,175,149.64,13,0.0,0.0,0.0,277,277,74.82,0.0,1,-0.34,0.1068,98.0,0.51,0.99,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
15870,2011-11-07 10:58:00,2011-11-07 10:58:00,1,333,351.44,68,0.0,0.0,0.0,33,33,351.44,33.0,2,-0.0774,-0.2014,28.6,130.48,250.93,Promising New,"Welcome discount on 2nd purchase, onboarding email journey, product tips."
15872,2011-11-25 11:54:00,2011-11-25 11:55:00,2,187,316.25,101,0.0,0.0,0.0,15,15,158.12,0.0,2,0.1062,-0.2069,25.8,122.02,234.65,Promising New,"Welcome discount on 2nd purchase, onboarding email journey, product tips."
15874,2011-02-28 13:28:00,2011-10-07 12:31:00,7,2534,4405.88,110,2.0,28.0,22.22,64,284,629.41,36.7,3,0.1667,0.2927,48.6,378.37,727.63,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
15877,2011-11-22 11:18:00,2011-12-08 11:53:00,2,368,490.33,122,1.0,125.0,33.33,2,18,245.16,16.0,0,0.3678,-0.3908,10.1,229.21,440.8,Promising New,"Welcome discount on 2nd purchase, onboarding email journey, product tips."
15880,2010-12-05 13:00:00,2010-12-05 13:00:00,1,202,329.03,95,1.0,24.0,50.0,369,369,329.03,369.0,1,-0.4324,0.0846,61.3,16.37,31.49,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
15881,2010-12-10 13:32:00,2011-01-31 16:59:00,5,260,501.39,26,3.0,61.0,37.5,312,364,100.28,13.0,1,-0.1895,0.3265,98.0,1.31,2.51,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
15882,2010-12-06 13:01:00,2011-05-25 11:35:00,4,276,516.36,23,1.0,10.0,20.0,199,368,129.09,56.3,1,-0.1563,0.233,95.2,3.2,6.15,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
15883,2011-11-06 14:50:00,2011-12-07 17:05:00,2,223,396.48,42,0.0,0.0,0.0,2,33,198.24,31.0,2,0.3609,-0.3998,9.5,186.58,358.81,Promising New,"Welcome discount on 2nd purchase, onboarding email journey, product tips."
15885,2011-02-03 15:28:00,2011-09-08 10:43:00,3,111,379.35,18,0.0,0.0,0.0,93,309,126.45,108.0,3,-0.0962,0.079,39.7,35.13,67.55,Low Value Occasional,Target with low-barrier impulse buys and seasonal holiday campaigns.
15886,2011-10-10 14:25:00,2011-10-10 14:25:00,1,147,181.09,12,0.0,0.0,0.0,60,60,181.09,60.0,2,-0.1852,-0.1588,34.6,61.59,118.43,Low Value Occasional,Target with low-barrier impulse buys and seasonal holiday campaigns.
15888,2011-09-20 12:30:00,2011-09-20 12:30:00,1,76,168.31,11,1.0,16.0,50.0,81,81,168.31,81.0,1,-0.2313,-0.1261,39.3,53.13,102.16,Low Value Occasional,Target with low-barrier impulse buys and seasonal holiday campaigns.
15889,2010-12-05 15:12:00,2011-07-06 11:10:00,2,206,420.07,79,0.0,0.0,0.0,157,369,210.04,212.0,1,-0.2232,0.0822,52.1,25.87,49.76,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
15891,2011-04-27 12:35:00,2011-04-27 12:35:00,1,418,511.68,60,0.0,0.0,0.0,227,227,511.68,227.0,1,-0.3466,0.0447,61.3,41.39,79.6,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
15894,2010-12-05 14:06:00,2011-03-31 13:50:00,2,164,258.25,35,0.0,0.0,0.0,253,369,129.12,116.0,1,-0.3091,0.119,81.6,6.11,11.75,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
15895,2011-07-13 10:27:00,2011-07-13 10:27:00,1,94,179.17,11,0.0,0.0,0.0,150,150,179.17,150.0,1,-0.3195,-0.0496,54.6,25.73,49.48,Low Value Occasional,Target with low-barrier impulse buys and seasonal holiday campaigns.
15897,2011-05-29 13:32:00,2011-05-29 13:50:00,2,223,208.59,17,0.0,0.0,0.0,194,194,104.3,0.0,1,-0.2769,0.078,98.0,1.02,1.96,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
15898,2010-12-06 11:01:00,2011-12-08 15:23:00,5,567,1383.83,70,1.0,2.0,16.67,1,369,276.77,92.0,0,0.5904,-0.2417,8.8,162.29,312.1,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
15899,2010-12-06 10:36:00,2010-12-06 10:36:00,1,39,56.25,4,0.0,0.0,0.0,369,369,56.25,369.0,1,-0.4891,0.0101,61.3,2.8,5.38,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
15900,2011-11-16 12:19:00,2011-11-16 12:19:00,1,216,337.28,44,0.0,0.0,0.0,24,24,337.28,24.0,2,-0.0333,-0.2403,26.6,128.73,247.56,Promising New,"Welcome discount on 2nd purchase, onboarding email journey, product tips."
15901,2011-07-08 12:18:00,2011-11-23 12:43:00,3,379,351.73,102,0.0,0.0,0.0,17,155,117.24,69.0,2,0.1458,-0.1242,14.7,91.84,176.62,Low Value Occasional,Target with low-barrier impulse buys and seasonal holiday campaigns.
15903,2011-02-17 14:04:00,2011-11-30 08:08:00,7,2410,5126.76,46,1.0,1.0,12.5,10,295,732.39,47.5,0,0.4342,0.0842,12.8,719.07,1382.83,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
15904,2011-12-01 14:50:00,2011-12-01 14:50:00,1,84,164.68,30,0.0,0.0,0.0,8,8,164.68,8.0,2,0.0947,-0.3943,16.6,71.42,137.34,Promising New,"Welcome discount on 2nd purchase, onboarding email journey, product tips."
15906,2011-03-29 13:28:00,2011-11-20 12:24:00,7,544,1567.69,113,1.0,6.0,12.5,20,255,223.96,39.2,0,0.3004,0.1121,18.5,237.75,457.21,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
15907,2011-05-13 13:01:00,2011-12-06 12:21:00,3,478,882.72,175,0.0,0.0,0.0,4,210,294.24,103.0,0,0.3648,-0.2401,9.7,180.11,346.36,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
15909,2011-06-19 10:38:00,2011-06-19 10:38:00,1,98,191.94,7,0.0,0.0,0.0,174,174,191.94,174.0,1,-0.3391,-0.0288,59.9,20.99,40.36,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
15910,2011-01-27 11:55:00,2011-12-09 10:51:00,8,1013,1228.88,215,0.0,0.0,0.0,1,317,153.61,45.1,0,0.6621,-0.1566,8.9,167.57,322.26,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
15912,2011-04-20 17:10:00,2011-06-14 14:29:00,2,185,264.62,19,0.0,0.0,0.0,178,233,132.31,55.0,1,-0.2566,0.0777,92.9,3.83,7.36,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
15916,2010-12-08 13:07:00,2011-11-23 13:46:00,8,752,1502.86,124,2.0,5.0,20.0,16,366,187.86,50.0,0,0.3522,0.1109,15.3,165.03,317.37,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
15917,2011-04-06 10:40:00,2011-04-06 10:40:00,1,42,123.1,12,0.0,0.0,0.0,248,248,123.1,248.0,1,-0.4055,-0.0049,61.3,9.11,17.53,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
15918,2011-03-13 15:55:00,2011-06-02 11:42:00,2,153,334.23,33,0.0,0.0,0.0,191,271,167.12,80.0,1,-0.2594,0.0961,84.6,9.01,17.33,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
15919,2010-12-06 11:26:00,2011-11-20 11:28:00,2,385,525.69,103,0.0,0.0,0.0,20,369,262.85,349.0,2,0.0823,-0.1524,13.5,58.47,112.45,Promising New,"Welcome discount on 2nd purchase, onboarding email journey, product tips."
15920,2011-07-08 15:16:00,2011-07-08 15:31:00,4,99,167.5,53,0.0,0.0,0.0,154,154,41.88,0.0,1,-0.1549,0.1545,94.2,2.99,5.76,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
15921,2011-06-20 11:03:00,2011-06-20 11:03:00,1,162,323.03,24,0.0,0.0,0.0,173,173,323.03,173.0,1,-0.3215,-0.0075,59.7,35.71,68.66,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
15922,2010-12-01 13:51:00,2010-12-01 13:51:00,1,138,369.5,11,1.0,2.0,50.0,373,373,369.5,373.0,1,-0.4303,0.0908,61.3,18.19,34.98,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
15923,2010-12-02 12:16:00,2010-12-02 12:16:00,1,122,127.08,21,0.0,0.0,0.0,373,373,127.08,373.0,1,-0.4646,0.0457,61.3,6.26,12.03,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
15925,2011-05-29 15:35:00,2011-05-29 15:35:00,1,93,207.15,12,0.0,0.0,0.0,194,194,207.15,194.0,1,-0.3527,-0.0125,61.3,19.61,37.71,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
15930,2011-10-03 14:52:00,2011-10-03 14:52:00,1,139,426.63,21,0.0,0.0,0.0,67,67,426.63,67.0,2,-0.1736,-0.1093,36.1,141.76,272.62,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
15932,2011-02-23 14:50:00,2011-12-05 17:13:00,8,2325,2495.87,93,3.0,14.0,27.27,4,289,311.98,40.7,0,0.5495,-0.0156,10.3,367.58,706.88,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
15933,2011-09-14 12:05:00,2011-11-18 13:14:00,3,885,1107.46,63,0.0,0.0,0.0,21,87,369.15,33.0,2,0.1531,-0.0512,20.4,458.4,881.53,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
15935,2011-04-12 09:35:00,2011-04-14 13:27:00,2,115,416.86,12,0.0,0.0,0.0,239,242,208.43,3.0,1,-0.2853,0.1324,98.0,1.63,3.14,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
15937,2011-10-06 15:48:00,2011-10-06 15:48:00,1,73,145.35,7,0.0,0.0,0.0,64,64,145.35,64.0,2,-0.2016,-0.1604,35.5,48.75,93.75,Low Value Occasional,Target with low-barrier impulse buys and seasonal holiday campaigns.
15938,2011-01-20 10:11:00,2011-08-19 12:56:00,5,240,404.58,13,0.0,0.0,0.0,112,324,80.92,53.0,3,-0.0458,0.1942,65.5,20.44,39.31,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
15939,2011-01-12 12:43:00,2011-09-11 11:30:00,15,4728,6115.01,28,1.0,3.0,6.25,90,332,407.67,17.3,3,0.2567,0.5014,79.3,180.91,347.91,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
15940,2011-02-01 16:18:00,2011-02-01 16:18:00,1,4,35.8,1,1.0,1.0,50.0,311,311,35.8,311.0,1,-0.4782,-0.0293,61.3,2.11,4.07,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
15942,2011-07-29 09:01:00,2011-07-29 09:01:00,1,232,337.44,14,0.0,0.0,0.0,134,134,337.44,134.0,1,-0.2826,-0.0363,51.0,58.55,112.6,Low Value Occasional,Target with low-barrier impulse buys and seasonal holiday campaigns.
15944,2011-03-08 10:33:00,2011-03-08 10:33:00,1,50,325.1,6,0.0,0.0,0.0,277,277,325.1,277.0,1,-0.3906,0.0495,61.3,21.55,41.45,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
15945,2010-12-09 13:14:00,2010-12-09 13:14:00,1,52,181.0,2,0.0,0.0,0.0,365,365,181.0,365.0,1,-0.4501,0.058,61.3,9.11,17.51,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
15947,2011-09-18 10:46:00,2011-09-18 10:46:00,1,898,1708.24,29,0.0,0.0,0.0,83,83,1708.24,83.0,1,-0.1601,-0.0249,39.7,535.64,1030.07,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
15948,2011-10-27 08:35:00,2011-12-01 15:32:00,2,567,955.24,51,0.0,0.0,0.0,8,44,477.62,36.0,2,0.2269,-0.2296,12.4,435.13,836.79,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
15949,2011-09-29 17:34:00,2011-11-23 09:09:00,2,284,364.72,12,0.0,0.0,0.0,17,71,182.36,54.0,2,0.0933,-0.1866,15.4,160.45,308.55,Promising New,"Welcome discount on 2nd purchase, onboarding email journey, product tips."
15950,2010-12-15 11:56:00,2011-11-08 11:09:00,4,719,1744.71,86,1.0,7.0,20.0,32,360,436.18,109.3,3,0.1494,0.0668,18.5,187.42,360.42,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
15951,2011-02-27 11:57:00,2011-12-01 08:34:00,2,313,708.22,36,1.0,7.0,33.33,9,286,354.11,277.0,2,0.2017,-0.2296,10.8,104.81,201.56,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
15952,2011-04-28 12:55:00,2011-11-06 11:18:00,4,391,781.91,65,0.0,0.0,0.0,34,225,195.48,63.7,3,0.1148,0.0398,21.9,128.79,247.66,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
15953,2010-12-05 15:15:00,2011-11-24 15:32:00,8,891,1657.28,63,2.0,7.0,20.0,15,369,207.16,50.6,0,0.3643,0.1077,14.8,181.57,349.17,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
15955,2010-12-02 11:22:00,2011-11-15 14:15:00,14,2135,4416.26,137,2.0,11.0,12.5,24,373,315.45,26.8,0,0.4251,0.3169,24.9,421.92,811.38,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
15957,2011-11-08 12:14:00,2011-11-08 12:14:00,1,211,428.89,40,0.0,0.0,0.0,32,32,428.89,32.0,2,-0.0666,-0.1966,28.4,159.68,307.09,Promising New,"Welcome discount on 2nd purchase, onboarding email journey, product tips."
15958,2011-09-26 13:41:00,2011-09-26 13:41:00,1,33,104.35,7,0.0,0.0,0.0,74,74,104.35,74.0,1,-0.2334,-0.157,37.7,33.81,65.01,Low Value Occasional,Target with low-barrier impulse buys and seasonal holiday campaigns.
15963,2011-10-25 13:05:00,2011-11-20 11:33:00,2,298,470.76,26,0.0,0.0,0.0,20,45,235.38,25.0,2,0.0788,-0.1571,22.5,189.72,364.84,Promising New,"Welcome discount on 2nd purchase, onboarding email journey, product tips."
15965,2010-12-07 13:18:00,2011-11-22 16:44:00,4,434,808.87,88,0.0,0.0,0.0,17,367,202.22,116.7,3,0.2142,-0.0392,13.6,90.36,173.77,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
15967,2011-01-25 11:57:00,2011-11-16 15:41:00,2,205,397.68,73,0.0,0.0,0.0,23,319,198.84,296.0,2,0.0536,-0.1481,14.3,50.69,97.49,Promising New,"Welcome discount on 2nd purchase, onboarding email journey, product tips."
15969,2011-06-07 12:19:00,2011-12-07 11:06:00,3,124,666.1,20,1.0,4.0,25.0,3,186,222.03,91.5,0,0.3887,-0.279,9.5,153.78,295.73,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
15970,2011-02-09 12:08:00,2011-02-09 12:08:00,1,116,314.1,11,0.0,0.0,0.0,304,304,314.1,304.0,1,-0.4054,0.0593,61.3,18.97,36.49,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
15971,2011-02-01 16:47:00,2011-11-22 12:50:00,12,1717,4199.85,10,0.0,0.0,0.0,17,311,349.99,26.7,0,0.4454,0.2432,19.5,515.83,991.99,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
15973,2010-12-08 11:42:00,2010-12-08 11:42:00,1,106,307.82,4,2.0,19.0,66.67,367,367,307.82,367.0,1,-0.4338,0.0811,61.3,15.4,29.62,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
15974,2011-02-24 10:10:00,2011-10-31 13:13:00,7,2262,3442.15,141,1.0,6.0,12.5,39,289,491.74,41.7,3,0.2305,0.2234,28.9,401.83,772.75,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
15975,2011-09-16 13:33:00,2011-09-16 13:33:00,1,243,371.01,24,0.0,0.0,0.0,84,84,371.01,84.0,1,-0.2111,-0.0883,39.9,115.95,222.98,Low Value Occasional,Target with low-barrier impulse buys and seasonal holiday campaigns.
15976,2011-05-03 17:12:00,2011-06-27 13:00:00,2,275,427.64,83,0.0,0.0,0.0,165,220,213.82,55.0,1,-0.23,0.0889,88.2,10.88,20.93,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
15977,2011-10-31 16:24:00,2011-11-22 13:29:00,2,1016,1054.73,48,0.0,0.0,0.0,17,39,527.36,22.0,2,0.1276,-0.1415,21.5,430.54,827.96,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
15978,2011-09-23 15:21:00,2011-09-23 15:21:00,1,888,1098.78,49,0.0,0.0,0.0,77,77,1098.78,77.0,1,-0.1634,-0.0526,38.4,351.96,676.85,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
15980,2011-03-30 15:05:00,2011-09-12 09:41:00,3,1560,2398.86,40,0.0,0.0,0.0,89,254,799.62,82.5,3,-0.0302,0.1521,42.4,258.12,496.39,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
15981,2011-02-01 13:50:00,2011-11-15 08:00:00,8,1866,3408.48,53,0.0,0.0,0.0,25,311,426.06,40.9,3,0.3158,0.1971,20.9,411.35,791.06,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
15983,2010-12-01 12:15:00,2011-11-17 17:34:00,4,886,1465.12,82,0.0,0.0,0.0,22,374,366.28,117.3,3,0.1972,0.0157,15.2,157.63,303.13,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
15984,2010-12-06 13:21:00,2011-12-07 12:16:00,10,1815,2780.63,217,1.0,10.0,9.09,3,368,278.06,40.6,0,0.6233,0.0066,9.8,323.4,621.91,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
15985,2011-04-17 11:04:00,2011-08-08 16:31:00,2,1086,1142.42,29,1.0,250.0,33.33,123,237,571.21,114.0,1,-0.1551,0.0953,49.9,114.59,220.37,At-Risk High Spenders,"High-priority win-back promotion, dedicated account check-in, special survey."
15986,2011-11-09 15:17:00,2011-11-09 15:17:00,1,268,168.12,14,0.0,0.0,0.0,30,30,168.12,30.0,2,-0.0875,-0.2438,27.9,63.03,121.21,Promising New,"Welcome discount on 2nd purchase, onboarding email journey, product tips."
15987,2010-12-06 08:34:00,2011-11-27 15:38:00,7,1533,1432.77,110,0.0,0.0,0.0,12,369,204.68,59.5,0,0.3683,0.0502,13.1,160.1,307.89,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
15988,2011-11-20 13:23:00,2011-11-20 13:23:00,1,180,156.78,26,0.0,0.0,0.0,19,19,156.78,19.0,2,-0.0249,-0.2998,25.5,60.74,116.8,Promising New,"Welcome discount on 2nd purchase, onboarding email journey, product tips."
15990,2011-02-25 15:35:00,2011-10-26 15:58:00,2,443,792.11,52,0.0,0.0,0.0,44,287,396.06,243.0,2,-0.0171,-0.0428,20.0,104.77,201.48,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
15992,2011-12-06 11:00:00,2011-12-06 11:00:00,1,17,41.99,3,0.0,0.0,0.0,4,4,41.99,4.0,2,0.138,-0.5227,12.2,19.17,36.87,Promising New,"Welcome discount on 2nd purchase, onboarding email journey, product tips."
15993,2011-10-26 16:21:00,2011-12-01 10:45:00,7,2037,2777.67,335,3.0,9.0,30.0,9,44,396.81,5.8,0,0.4285,0.0466,17.8,1187.29,2283.24,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
15994,2011-10-16 12:28:00,2011-10-16 12:28:00,1,173,414.27,31,0.0,0.0,0.0,55,55,414.27,55.0,2,-0.1459,-0.1341,33.5,143.25,275.49,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
15996,2010-12-08 15:59:00,2011-09-12 15:14:00,6,380,1032.58,103,1.0,2.0,14.29,88,366,172.1,55.6,3,0.0485,0.2393,51.0,65.6,126.15,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
15998,2010-12-12 13:32:00,2011-11-03 12:45:00,5,2032,3080.22,370,1.0,4.0,16.67,37,362,616.04,81.2,3,0.1809,0.1485,21.6,316.54,608.72,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
16000,2011-12-07 12:14:00,2011-12-07 12:17:00,3,5110,12393.7,9,0.0,0.0,0.0,3,3,4131.23,0.0,0,0.4832,-0.1548,11.2,5722.91,11005.6,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
16003,2010-12-15 12:09:00,2011-11-10 09:57:00,5,1185,2735.37,82,0.0,0.0,0.0,30,360,547.07,82.5,3,0.2072,0.1189,18.9,292.39,562.29,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
16005,2011-03-14 11:46:00,2011-11-27 13:47:00,4,280,578.71,173,0.0,0.0,0.0,12,271,144.68,86.3,0,0.2515,-0.0928,12.5,88.66,170.51,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
